Order_ID,Order_Date,Product,Category,City,Quantity,Unit_Price,Sales,Year,Month,Month_Name
27,2025-03-22,Mouse,Accessories,Salem,4,306,1224,2025,3,Mar
28,2025-09-17,Mouse,Accessories,Tirupur,1,1580,1580,2025,9,Sep
29,2025-03-20,Mouse,Accessories,Erode,3,630,1890,2025,3,Mar
30,2025-09-08,Laptop,Electronics,Madurai,1,54729,54729,2025,9,Sep
31,2025-05-03,Monitor,Electronics,Bangalore,1,11993,11993,2025,5,May
32,2025-09-06,Mobile Phone,Electronics,Coimbatore,1,25590,25590,2025,9,Sep
33,2025-12-04,Headphones,Accessories,Tirupur,4,3125,12500,2025,12,Dec
34,2025-09-28,Headphones,Accessories,Bangalore,5,2866,14330,2025,9,Sep
35,2025-06-09,Keyboard,Accessories,Erode,4,2375,9500,2025,6,Jun
36,2025-09-22,Monitor,Electronics,Trichy,4,11747,46988,2025,9,Sep
37,2025-02-02,Keyboard,Accessories,Erode,3,1043,3129,2025,2,Feb
38,2025-01-04,Keyboard,Accessories,Erode,1,2449,2449,2025,1,Jan
39,2025-02-04,Laptop,Electronics,Erode,1,55176,55176,2025,2,Feb
40,2025-05-23,Mobile Phone,Electronics,Erode,4,24938,99752,2025,5,May
41,2025-05-05,Headphones,Accessories,Trichy,4,2833,11332,2025,5,May
42,2025-02-19,Keyboard,Accessories,Coimbatore,4,1725,6900,2025,2,Feb
43,2025-08-28,Tablet,Electronics,Salem,1,18879,18879,2025,8,Aug
44,2025-07-26,Mobile Phone,Electronics,Chennai,3,24723,74169,2025,7,Jul
45,2025-04-08,Keyboard,Accessories,Erode,5,1918,9590,2025,4,Apr
46,2025-04-04,Headphones,Accessories,Salem,3,2947,8841,2025,4,Apr
47,2025-08-15,Keyboard,Accessories,Coimbatore,5,1200,6000,2025,8,Aug
48,2025-02-17,Laptop,Electronics,Chennai,2,54840,109680,2025,2,Feb
49,2025-09-04,Tablet,Electronics,Trichy,2,18321,36642,2025,9,Sep
50,2025-07-14,Laptop,Electronics,Tirupur,1,55299,55299,2025,7,Jul
51,2025-05-27,Mouse,Accessories,Trichy,4,1726,6904,2025,5,May
52,2025-04-08,Smart Watch,Accessories,Tirupur,3,4945,14835,2025,4,Apr
53,2025-06-10,Laptop,Electronics,Chennai,1,54602,54602,2025,6,Jun
54,2025-01-30,Smart Watch,Accessories,Tirupur,5,4664,23320,2025,1,Jan
55,2025-11-01,Headphones,Accessories,Coimbatore,1,3382,3382,2025,11,Nov
56,2025-03-03,Keyboard,Accessories,Salem,5,1504,7520,2025,3,Mar
57,2025-08-03,Laptop,Electronics,Coimbatore,5,55657,278285,2025,8,Aug
58,2025-04-15,Monitor,Electronics,Bangalore,3,11988,35964,2025,4,Apr
59,2025-03-09,Mouse,Accessories,Salem,3,1236,3708,2025,3,Mar
60,2025-01-05,Monitor,Electronics,Coimbatore,4,12772,51088,2025,1,Jan
61,2025-10-03,Mobile Phone,Electronics,Coimbatore,2,25536,51072,2025,10,Oct
62,2025-06-28,Mouse,Accessories,Tirupur,1,800,800,2025,6,Jun
63,2025-03-22,Monitor,Electronics,Bangalore,4,12612,50448,2025,3,Mar
64,2025-12-08,Mouse,Accessories,Chennai,5,913,4565,2025,12,Dec
65,2025-05-16,Mobile Phone,Electronics,Tirupur,1,24719,24719,2025,5,May
66,2025-05-25,Headphones,Accessories,Bangalore,5,2431,12155,2025,5,May
67,2025-12-18,Monitor,Electronics,Erode,3,12535,37605,2025,12,Dec
68,2025-01-27,Smart Watch,Accessories,Bangalore,1,5799,5799,2025,1,Jan
69,2025-01-23,Tablet,Electronics,Bangalore,1,18183,18183,2025,1,Jan
70,2025-03-24,Headphones,Accessories,Bangalore,4,3129,12516,2025,3,Mar
71,2025-02-27,Tablet,Electronics,Chennai,1,18915,18915,2025,2,Feb
72,2025-07-09,Headphones,Accessories,Chennai,5,3131,15655,2025,7,Jul
73,2025-03-07,Headphones,Accessories,Salem,1,2631,2631,2025,3,Mar
74,2025-07-03,Monitor,Electronics,Chennai,2,12896,25792,2025,7,Jul
75,2025-07-01,Keyboard,Accessories,Coimbatore,5,1832,9160,2025,7,Jul
76,2025-03-25,Headphones,Accessories,Erode,2,2844,5688,2025,3,Mar
77,2025-06-20,Laptop,Electronics,Tirupur,4,55871,223484,2025,6,Jun
78,2025-03-23,Keyboard,Accessories,Bangalore,1,1783,1783,2025,3,Mar
79,2025-04-24,Laptop,Electronics,Trichy,2,55442,110884,2025,4,Apr
80,2025-04-27,Monitor,Electronics,Bangalore,2,11548,23096,2025,4,Apr
81,2025-06-18,Keyboard,Accessories,Salem,3,1142,3426,2025,6,Jun
82,2025-11-25,Mouse,Accessories,Madurai,5,1118,5590,2025,11,Nov
83,2025-03-01,Monitor,Electronics,Chennai,3,11865,35595,2025,3,Mar
84,2025-02-25,Mouse,Accessories,Chennai,5,1189,5945,2025,2,Feb
85,2025-08-12,Monitor,Electronics,Madurai,5,12547,62735,2025,8,Aug
86,2025-10-23,Mobile Phone,Electronics,Salem,2,25021,50042,2025,10,Oct
87,2025-01-01,Laptop,Electronics,Salem,5,55602,278010,2025,1,Jan
88,2025-08-09,Keyboard,Accessories,Madurai,1,2360,2360,2025,8,Aug
89,2025-12-06,Monitor,Electronics,Madurai,1,12974,12974,2025,12,Dec
90,2025-12-08,Mouse,Accessories,Bangalore,4,968,3872,2025,12,Dec
91,2025-10-11,Tablet,Electronics,Bangalore,2,17892,35784,2025,10,Oct
92,2025-12-13,Tablet,Electronics,Salem,2,18760,37520,2025,12,Dec
93,2025-10-08,Mouse,Accessories,Salem,1,922,922,2025,10,Oct
94,2025-08-09,Mouse,Accessories,Erode,5,1542,7710,2025,8,Aug
95,2025-08-15,Monitor,Electronics,Trichy,4,12883,51532,2025,8,Aug
96,2025-03-28,Keyboard,Accessories,Trichy,1,1581,1581,2025,3,Mar
97,2025-05-01,Monitor,Electronics,Coimbatore,3,11960,35880,2025,5,May
98,2025-01-13,Keyboard,Accessories,Tirupur,1,1501,1501,2025,1,Jan
99,2025-08-22,Smart Watch,Accessories,Coimbatore,4,5789,23156,2025,8,Aug
100,2025-09-11,Keyboard,Accessories,Salem,4,1499,5996,2025,9,Sep
101,2025-02-24,Headphones,Accessories,Chennai,4,2448,9792,2025,2,Feb
102,2025-01-26,Headphones,Accessories,Trichy,5,2510,12550,2025,1,Jan
103,2025-03-10,Mobile Phone,Electronics,Trichy,4,25867,103468,2025,3,Mar
104,2025-11-10,Monitor,Electronics,Trichy,5,12373,61865,2025,11,Nov
105,2025-09-01,Smart Watch,Accessories,Tirupur,4,5030,20120,2025,9,Sep
106,2025-09-24,Keyboard,Accessories,Bangalore,4,2283,9132,2025,9,Sep
107,2025-08-14,Keyboard,Accessories,Bangalore,1,2461,2461,2025,8,Aug
108,2025-05-20,Mouse,Accessories,Erode,3,954,2862,2025,5,May
109,2025-03-19,Mobile Phone,Electronics,Tirupur,2,25284,50568,2025,3,Mar
110,2025-02-02,Headphones,Accessories,Erode,4,2834,11336,2025,2,Feb
111,2025-08-01,Monitor,Electronics,Trichy,1,11923,11923,2025,8,Aug
112,2025-10-27,Tablet,Electronics,Salem,1,18679,18679,2025,10,Oct
113,2025-01-04,Tablet,Electronics,Trichy,3,18111,54333,2025,1,Jan
114,2025-10-03,Tablet,Electronics,Salem,5,18735,93675,2025,10,Oct
115,2025-04-23,Keyboard,Accessories,Trichy,3,1892,5676,2025,4,Apr
116,2025-07-19,Smart Watch,Accessories,Chennai,3,5869,17607,2025,7,Jul
117,2025-08-28,Tablet,Electronics,Tirupur,2,18774,37548,2025,8,Aug
118,2025-10-31,Laptop,Electronics,Salem,5,55857,279285,2025,10,Oct
119,2025-11-26,Laptop,Electronics,Coimbatore,4,54777,219108,2025,11,Nov
120,2025-01-26,Smart Watch,Accessories,Tirupur,3,5276,15828,2025,1,Jan
121,2025-08-21,Monitor,Electronics,Erode,3,12191,36573,2025,8,Aug
122,2025-08-04,Tablet,Electronics,Bangalore,3,17667,53001,2025,8,Aug
123,2025-10-04,Smart Watch,Accessories,Chennai,1,5216,5216,2025,10,Oct
124,2025-11-30,Keyboard,Accessories,Coimbatore,1,1063,1063,2025,11,Nov
125,2025-01-11,Keyboard,Accessories,Erode,5,1312,6560,2025,1,Jan
126,2025-08-31,Keyboard,Accessories,Tirupur,1,2155,2155,2025,8,Aug
127,2025-12-25,Keyboard,Accessories,Trichy,3,1755,5265,2025,12,Dec
128,2025-03-25,Headphones,Accessories,Coimbatore,3,2221,6663,2025,3,Mar
129,2025-10-22,Laptop,Electronics,Bangalore,4,55312,221248,2025,10,Oct
130,2025-10-31,Keyboard,Accessories,Coimbatore,2,1208,2416,2025,10,Oct
131,2025-10-17,Mouse,Accessories,Coimbatore,1,1011,1011,2025,10,Oct
132,2025-02-05,Tablet,Electronics,Madurai,5,18826,94130,2025,2,Feb
133,2025-08-04,Monitor,Electronics,Chennai,4,11716,46864,2025,8,Aug
134,2025-11-22,Tablet,Electronics,Madurai,4,18948,75792,2025,11,Nov
135,2025-04-01,Headphones,Accessories,Salem,5,3332,16660,2025,4,Apr
136,2025-08-27,Mouse,Accessories,Trichy,4,1797,7188,2025,8,Aug
137,2025-05-06,Mouse,Accessories,Madurai,1,871,871,2025,5,May
138,2025-08-26,Smart Watch,Accessories,Erode,5,5749,28745,2025,8,Aug
139,2025-01-15,Tablet,Electronics,Madurai,4,18165,72660,2025,1,Jan
140,2025-04-19,Headphones,Accessories,Trichy,3,2529,7587,2025,4,Apr
141,2025-11-02,Monitor,Electronics,Bangalore,3,12638,37914,2025,11,Nov
142,2025-02-13,Laptop,Electronics,Erode,2,55974,111948,2025,2,Feb
143,2025-10-12,Tablet,Electronics,Trichy,2,18914,37828,2025,10,Oct
144,2025-08-18,Smart Watch,Accessories,Trichy,1,4690,4690,2025,8,Aug
145,2025-07-27,Mouse,Accessories,Erode,2,927,1854,2025,7,Jul
146,2025-10-11,Monitor,Electronics,Trichy,5,12204,61020,2025,10,Oct
147,2025-06-30,Tablet,Electronics,Madurai,4,18054,72216,2025,6,Jun
148,2025-04-29,Mouse,Accessories,Bangalore,1,1777,1777,2025,4,Apr
149,2025-03-03,Keyboard,Accessories,Madurai,5,2413,12065,2025,3,Mar
150,2025-04-21,Headphones,Accessories,Erode,4,2566,10264,2025,4,Apr
151,2025-04-10,Mouse,Accessories,Coimbatore,3,765,2295,2025,4,Apr
152,2025-06-04,Monitor,Electronics,Tirupur,1,12950,12950,2025,6,Jun
153,2025-01-24,Headphones,Accessories,Bangalore,1,3133,3133,2025,1,Jan
154,2025-11-23,Mouse,Accessories,Tirupur,4,510,2040,2025,11,Nov
155,2025-08-29,Laptop,Electronics,Bangalore,4,55402,221608,2025,8,Aug
156,2025-01-27,Monitor,Electronics,Tirupur,3,12478,37434,2025,1,Jan
157,2025-07-25,Mobile Phone,Electronics,Coimbatore,4,24651,98604,2025,7,Jul
158,2025-03-18,Laptop,Electronics,Tirupur,5,55122,275610,2025,3,Mar
159,2025-03-02,Mobile Phone,Electronics,Erode,5,25352,126760,2025,3,Mar
160,2025-08-19,Keyboard,Accessories,Salem,4,1608,6432,2025,8,Aug
161,2025-10-19,Tablet,Electronics,Bangalore,5,17623,88115,2025,10,Oct
162,2025-11-17,Mobile Phone,Electronics,Erode,2,25041,50082,2025,11,Nov
163,2025-05-03,Mobile Phone,Electronics,Tirupur,2,25630,51260,2025,5,May
164,2025-01-02,Mobile Phone,Electronics,Tirupur,4,25422,101688,2025,1,Jan
165,2025-01-17,Smart Watch,Accessories,Bangalore,2,5090,10180,2025,1,Jan
166,2025-02-06,Mouse,Accessories,Trichy,2,841,1682,2025,2,Feb
167,2025-02-28,Keyboard,Accessories,Salem,5,1460,7300,2025,2,Feb
168,2025-03-14,Headphones,Accessories,Bangalore,1,2122,2122,2025,3,Mar
169,2025-11-01,Headphones,Accessories,Bangalore,5,2591,12955,2025,11,Nov
170,2025-08-28,Smart Watch,Accessories,Coimbatore,3,5933,17799,2025,8,Aug
171,2025-09-14,Tablet,Electronics,Bangalore,5,18511,92555,2025,9,Sep
172,2025-11-03,Smart Watch,Accessories,Coimbatore,1,5384,5384,2025,11,Nov
173,2025-01-14,Monitor,Electronics,Bangalore,1,11968,11968,2025,1,Jan
174,2025-10-23,Laptop,Electronics,Bangalore,1,54858,54858,2025,10,Oct
175,2025-05-23,Smart Watch,Accessories,Trichy,2,5698,11396,2025,5,May
176,2025-02-16,Tablet,Electronics,Trichy,4,18212,72848,2025,2,Feb
177,2025-06-14,Tablet,Electronics,Madurai,1,17829,17829,2025,6,Jun
178,2025-12-22,Monitor,Electronics,Salem,4,12090,48360,2025,12,Dec
179,2025-08-21,Tablet,Electronics,Chennai,1,18144,18144,2025,8,Aug
180,2025-03-01,Mouse,Accessories,Madurai,4,1353,5412,2025,3,Mar
181,2025-07-31,Laptop,Electronics,Trichy,1,54884,54884,2025,7,Jul
182,2025-11-17,Monitor,Electronics,Trichy,4,11605,46420,2025,11,Nov
183,2025-10-09,Keyboard,Accessories,Bangalore,2,1589,3178,2025,10,Oct
184,2025-03-04,Smart Watch,Accessories,Trichy,1,5790,5790,2025,3,Mar
185,2025-06-09,Keyboard,Accessories,Tirupur,5,1028,5140,2025,6,Jun
186,2025-04-26,Tablet,Electronics,Coimbatore,1,18445,18445,2025,4,Apr
187,2025-09-13,Mobile Phone,Electronics,Tirupur,3,25542,76626,2025,9,Sep
188,2025-09-05,Mouse,Accessories,Salem,4,799,3196,2025,9,Sep
189,2025-07-16,Smart Watch,Accessories,Tirupur,2,5727,11454,2025,7,Jul
190,2025-05-22,Headphones,Accessories,Coimbatore,4,2696,10784,2025,5,May
191,2025-05-25,Mouse,Accessories,Chennai,3,1502,4506,2025,5,May
192,2025-08-17,Smart Watch,Accessories,Tirupur,5,5491,27455,2025,8,Aug
193,2025-10-10,Monitor,Electronics,Madurai,5,12272,61360,2025,10,Oct
194,2025-04-07,Smart Watch,Accessories,Madurai,2,5671,11342,2025,4,Apr
195,2025-07-30,Tablet,Electronics,Erode,1,18151,18151,2025,7,Jul
196,2025-07-17,Smart Watch,Accessories,Salem,2,5514,11028,2025,7,Jul
197,2025-09-15,Laptop,Electronics,Tirupur,5,55179,275895,2025,9,Sep
198,2025-02-21,Mobile Phone,Electronics,Trichy,5,25435,127175,2025,2,Feb
199,2025-07-29,Laptop,Electronics,Tirupur,2,54653,109306,2025,7,Jul
200,2025-06-23,Smart Watch,Accessories,Bangalore,5,5918,29590,2025,6,Jun
201,2025-06-18,Tablet,Electronics,Coimbatore,5,18278,91390,2025,6,Jun
202,2025-10-05,Monitor,Electronics,Trichy,1,12764,12764,2025,10,Oct
203,2025-11-20,Mobile Phone,Electronics,Erode,3,24965,74895,2025,11,Nov
204,2025-02-20,Mobile Phone,Electronics,Salem,1,25408,25408,2025,2,Feb
205,2025-01-15,Headphones,Accessories,Bangalore,1,2664,2664,2025,1,Jan
206,2025-07-03,Laptop,Electronics,Bangalore,3,55382,166146,2025,7,Jul
207,2025-09-29,Headphones,Accessories,Erode,4,3159,12636,2025,9,Sep
208,2025-03-31,Headphones,Accessories,Tirupur,1,3248,3248,2025,3,Mar
209,2025-09-12,Tablet,Electronics,Erode,5,17793,88965,2025,9,Sep
210,2025-11-23,Keyboard,Accessories,Trichy,3,1941,5823,2025,11,Nov
211,2025-08-27,Mouse,Accessories,Chennai,3,1687,5061,2025,8,Aug
212,2025-08-15,Headphones,Accessories,Coimbatore,3,3203,9609,2025,8,Aug
213,2025-12-20,Mouse,Accessories,Salem,3,1235,3705,2025,12,Dec
214,2025-07-16,Mouse,Accessories,Erode,4,518,2072,2025,7,Jul
215,2025-10-20,Keyboard,Accessories,Salem,3,2177,6531,2025,10,Oct
216,2025-01-12,Mouse,Accessories,Bangalore,4,862,3448,2025,1,Jan
217,2025-11-07,Laptop,Electronics,Chennai,4,55086,220344,2025,11,Nov
218,2025-04-23,Keyboard,Accessories,Madurai,2,2271,4542,2025,4,Apr
219,2025-11-18,Mouse,Accessories,Tirupur,1,1585,1585,2025,11,Nov
220,2025-08-14,Laptop,Electronics,Bangalore,1,55686,55686,2025,8,Aug
221,2025-02-16,Monitor,Electronics,Tirupur,3,12169,36507,2025,2,Feb
222,2025-04-13,Tablet,Electronics,Tirupur,2,18604,37208,2025,4,Apr
223,2025-03-26,Monitor,Electronics,Bangalore,3,12486,37458,2025,3,Mar
224,2025-02-28,Mouse,Accessories,Madurai,4,454,1816,2025,2,Feb
225,2025-12-13,Headphones,Accessories,Erode,4,3141,12564,2025,12,Dec
226,2025-07-22,Monitor,Electronics,Coimbatore,1,12041,12041,2025,7,Jul
227,2025-07-08,Mobile Phone,Electronics,Trichy,3,25697,77091,2025,7,Jul
228,2025-02-25,Tablet,Electronics,Madurai,2,18465,36930,2025,2,Feb
229,2025-11-09,Laptop,Electronics,Madurai,2,55826,111652,2025,11,Nov
230,2025-12-25,Mobile Phone,Electronics,Trichy,3,25829,77487,2025,12,Dec
231,2025-03-13,Tablet,Electronics,Coimbatore,1,17576,17576,2025,3,Mar
232,2025-03-01,Mouse,Accessories,Trichy,1,780,780,2025,3,Mar
233,2025-08-21,Headphones,Accessories,Salem,3,3373,10119,2025,8,Aug
234,2025-08-01,Tablet,Electronics,Tirupur,1,18502,18502,2025,8,Aug
235,2025-01-17,Tablet,Electronics,Bangalore,3,17944,53832,2025,1,Jan
236,2025-05-01,Smart Watch,Accessories,Trichy,3,4703,14109,2025,5,May
237,2025-02-01,Monitor,Electronics,Madurai,4,12065,48260,2025,2,Feb
238,2025-08-21,Keyboard,Accessories,Coimbatore,1,2357,2357,2025,8,Aug
239,2025-01-26,Keyboard,Accessories,Chennai,3,1498,4494,2025,1,Jan
240,2025-02-05,Headphones,Accessories,Erode,5,2424,12120,2025,2,Feb
241,2025-06-18,Keyboard,Accessories,Erode,2,2220,4440,2025,6,Jun
242,2025-03-16,Laptop,Electronics,Bangalore,2,55606,111212,2025,3,Mar
243,2025-02-26,Mouse,Accessories,Tirupur,1,569,569,2025,2,Feb
244,2025-05-02,Laptop,Electronics,Madurai,5,55163,275815,2025,5,May
245,2025-05-16,Laptop,Electronics,Tirupur,1,54759,54759,2025,5,May
246,2025-02-02,Tablet,Electronics,Coimbatore,4,18418,73672,2025,2,Feb
247,2025-08-20,Monitor,Electronics,Coimbatore,5,11953,59765,2025,8,Aug
248,2025-08-23,Laptop,Electronics,Bangalore,1,54624,54624,2025,8,Aug
249,2025-08-07,Smart Watch,Accessories,Salem,1,5504,5504,2025,8,Aug
250,2025-02-11,Smart Watch,Accessories,Coimbatore,3,5745,17235,2025,2,Feb
251,2025-03-06,Headphones,Accessories,Coimbatore,3,3278,9834,2025,3,Mar
252,2025-11-02,Monitor,Electronics,Salem,5,12103,60515,2025,11,Nov
253,2025-02-20,Smart Watch,Accessories,Salem,1,5840,5840,2025,2,Feb
254,2025-08-20,Keyboard,Accessories,Salem,2,1847,3694,2025,8,Aug
255,2025-07-24,Monitor,Electronics,Trichy,4,12994,51976,2025,7,Jul
256,2025-08-07,Mobile Phone,Electronics,Madurai,3,25862,77586,2025,8,Aug
257,2025-03-20,Mouse,Accessories,Madurai,4,437,1748,2025,3,Mar
258,2025-02-17,Mobile Phone,Electronics,Coimbatore,4,24697,98788,2025,2,Feb
259,2025-10-12,Monitor,Electronics,Tirupur,1,12701,12701,2025,10,Oct
260,2025-07-30,Monitor,Electronics,Coimbatore,3,12862,38586,2025,7,Jul
261,2025-05-28,Tablet,Electronics,Chennai,5,18139,90695,2025,5,May
262,2025-10-23,Monitor,Electronics,Coimbatore,5,11935,59675,2025,10,Oct
263,2025-04-25,Headphones,Accessories,Trichy,1,2717,2717,2025,4,Apr
264,2025-05-23,Monitor,Electronics,Coimbatore,5,11963,59815,2025,5,May
265,2025-11-08,Tablet,Electronics,Chennai,3,17559,52677,2025,11,Nov
266,2025-12-26,Headphones,Accessories,Bangalore,3,2695,8085,2025,12,Dec
267,2025-04-03,Monitor,Electronics,Chennai,2,12659,25318,2025,4,Apr
268,2025-03-14,Tablet,Electronics,Coimbatore,1,17687,17687,2025,3,Mar
269,2025-08-03,Keyboard,Accessories,Salem,4,1698,6792,2025,8,Aug
270,2025-06-09,Headphones,Accessories,Madurai,3,3162,9486,2025,6,Jun
271,2025-03-21,Mobile Phone,Electronics,Chennai,2,25765,51530,2025,3,Mar
272,2025-05-20,Laptop,Electronics,Coimbatore,4,55855,223420,2025,5,May
273,2025-11-07,Tablet,Electronics,Trichy,4,18348,73392,2025,11,Nov
274,2025-09-20,Mouse,Accessories,Erode,1,1006,1006,2025,9,Sep
275,2025-05-26,Tablet,Electronics,Coimbatore,5,18496,92480,2025,5,May
276,2025-04-23,Mouse,Accessories,Chennai,4,1527,6108,2025,4,Apr
277,2025-04-15,Laptop,Electronics,Chennai,3,54932,164796,2025,4,Apr
278,2025-05-29,Headphones,Accessories,Bangalore,3,2245,6735,2025,5,May
279,2025-08-09,Laptop,Electronics,Trichy,2,54764,109528,2025,8,Aug
280,2025-09-14,Tablet,Electronics,Erode,5,18868,94340,2025,9,Sep
281,2025-07-23,Monitor,Electronics,Coimbatore,1,12393,12393,2025,7,Jul
282,2025-02-09,Laptop,Electronics,Trichy,3,55679,167037,2025,2,Feb
283,2025-12-30,Tablet,Electronics,Salem,4,18092,72368,2025,12,Dec
284,2025-01-11,Mobile Phone,Electronics,Salem,3,24851,74553,2025,1,Jan
285,2025-02-15,Smart Watch,Accessories,Madurai,4,4716,18864,2025,2,Feb
286,2025-10-29,Keyboard,Accessories,Salem,4,2073,8292,2025,10,Oct
287,2025-06-08,Mobile Phone,Electronics,Salem,3,24953,74859,2025,6,Jun
288,2025-02-09,Monitor,Electronics,Tirupur,5,12796,63980,2025,2,Feb
289,2025-06-28,Mobile Phone,Electronics,Erode,3,25989,77967,2025,6,Jun
290,2025-02-22,Headphones,Accessories,Erode,2,2524,5048,2025,2,Feb
291,2025-11-05,Keyboard,Accessories,Tirupur,2,2342,4684,2025,11,Nov
292,2025-11-18,Mobile Phone,Electronics,Tirupur,4,25450,101800,2025,11,Nov
293,2025-11-18,Smart Watch,Accessories,Madurai,3,4809,14427,2025,11,Nov
294,2025-08-29,Smart Watch,Accessories,Coimbatore,4,5793,23172,2025,8,Aug
295,2025-10-30,Mouse,Accessories,Bangalore,1,1020,1020,2025,10,Oct
296,2025-08-25,Mobile Phone,Electronics,Bangalore,4,24577,98308,2025,8,Aug
297,2025-05-27,Laptop,Electronics,Madurai,1,55820,55820,2025,5,May
298,2025-08-25,Mobile Phone,Electronics,Salem,5,25635,128175,2025,8,Aug
299,2025-10-20,Laptop,Electronics,Trichy,2,55158,110316,2025,10,Oct
300,2025-02-01,Smart Watch,Accessories,Tirupur,4,4711,18844,2025,2,Feb
301,2025-09-16,Monitor,Electronics,Coimbatore,2,11580,23160,2025,9,Sep
302,2025-08-13,Keyboard,Accessories,Trichy,5,2070,10350,2025,8,Aug
303,2025-07-10,Headphones,Accessories,Madurai,3,2793,8379,2025,7,Jul
304,2025-12-14,Tablet,Electronics,Madurai,5,17607,88035,2025,12,Dec
305,2025-06-18,Monitor,Electronics,Coimbatore,1,12642,12642,2025,6,Jun
306,2025-05-10,Tablet,Electronics,Bangalore,5,17807,89035,2025,5,May
307,2025-10-26,Monitor,Electronics,Coimbatore,2,12216,24432,2025,10,Oct
308,2025-03-08,Mouse,Accessories,Salem,5,1751,8755,2025,3,Mar
309,2025-10-14,Mobile Phone,Electronics,Bangalore,4,25817,103268,2025,10,Oct
310,2025-12-10,Monitor,Electronics,Tirupur,5,11691,58455,2025,12,Dec
311,2025-01-10,Tablet,Electronics,Madurai,3,18132,54396,2025,1,Jan
312,2025-06-24,Headphones,Accessories,Erode,4,2393,9572,2025,6,Jun
313,2025-03-21,Keyboard,Accessories,Tirupur,1,1605,1605,2025,3,Mar
314,2025-12-05,Mobile Phone,Electronics,Chennai,3,25765,77295,2025,12,Dec
315,2025-03-20,Headphones,Accessories,Salem,2,2370,4740,2025,3,Mar
316,2025-01-23,Headphones,Accessories,Trichy,4,2746,10984,2025,1,Jan
317,2025-11-09,Keyboard,Accessories,Trichy,3,1919,5757,2025,11,Nov
318,2025-06-08,Keyboard,Accessories,Erode,4,1397,5588,2025,6,Jun
319,2025-08-25,Monitor,Electronics,Trichy,3,12282,36846,2025,8,Aug
320,2025-04-13,Tablet,Electronics,Tirupur,5,17783,88915,2025,4,Apr
321,2025-11-25,Mouse,Accessories,Chennai,4,1060,4240,2025,11,Nov
322,2025-05-26,Mobile Phone,Electronics,Coimbatore,1,24828,24828,2025,5,May
323,2025-09-20,Mouse,Accessories,Trichy,2,1195,2390,2025,9,Sep
324,2025-08-19,Mobile Phone,Electronics,Erode,3,24554,73662,2025,8,Aug
325,2025-07-22,Tablet,Electronics,Chennai,5,18265,91325,2025,7,Jul
326,2025-02-11,Keyboard,Accessories,Salem,3,1459,4377,2025,2,Feb
327,2025-02-20,Laptop,Electronics,Madurai,3,54799,164397,2025,2,Feb
328,2025-05-27,Headphones,Accessories,Chennai,4,3425,13700,2025,5,May
329,2025-08-18,Headphones,Accessories,Trichy,5,2010,10050,2025,8,Aug
330,2025-05-12,Mobile Phone,Electronics,Chennai,2,24806,49612,2025,5,May
331,2025-05-28,Tablet,Electronics,Coimbatore,2,18116,36232,2025,5,May
332,2025-05-03,Mobile Phone,Electronics,Chennai,4,25808,103232,2025,5,May
333,2025-02-26,Smart Watch,Accessories,Coimbatore,4,5722,22888,2025,2,Feb
